opcion,votos,provincia,municipio
Votos en blanco,18,Girona,"Preses, les"
JxSí,855,Girona,"Preses, les"
Abstención,211,Girona,Portbou
Votos nulos,7,Girona,Portbou
Votos en blanco,5,Girona,Portbou
JxSí,303,Girona,Portbou
PSC,141,Girona,Portbou
PP,393,Girona,Puigcerdà
PSC,331,Girona,Puigcerdà
CUP,287,Girona,Puigcerdà
CatSíqueesPot,157,Girona,Puigcerdà
unio.cat,107,Girona,Puigcerdà
PACMA,22,Girona,Puigcerdà
RECORTES CERO-ELS VERDS,10,Girona,Puigcerdà
PIRATA.CAT/XDT,9,Girona,Puigcerdà
GANEMOS,2,Girona,Puigcerdà
CUP,90,Girona,"Preses, les"
PSC,50,Girona,"Preses, les"
C's,39,Girona,"Preses, les"
PP,36,Girona,"Preses, les"
CatSíqueesPot,36,Girona,"Preses, les"
unio.cat,35,Girona,"Preses, les"
GANEMOS,2,Girona,"Preses, les"
PACMA,1,Girona,"Preses, les"
RECORTES CERO-ELS VERDS,1,Girona,"Preses, les"
C's,97,Girona,Portbou
PP,65,Girona,Portbou
CUP,51,Girona,Portbou
CatSíqueesPot,33,Girona,Portbou
unio.cat,17,Girona,Portbou
PACMA,9,Girona,Portbou
RECORTES CERO-ELS VERDS,3,Girona,Portbou
PIRATA.CAT/XDT,1,Girona,Portbou
Abstención,90,Girona,"Port de la Selva, el"
Votos nulos,2,Girona,"Port de la Selva, el"
Votos en blanco,1,Girona,"Port de la Selva, el"
JxSí,381,Girona,"Port de la Selva, el"
CUP,63,Girona,"Port de la Selva, el"
Abstención,476,Girona,Porqueres
Votos nulos,9,Girona,Porqueres
Votos en blanco,16,Girona,Porqueres
JxSí,2177,Girona,Porqueres
Abstención,25,Girona,Pontós
JxSí,80,Girona,Pontós
CUP,30,Girona,Pontós
C's,15,Girona,Pontós
Abstención,49,Girona,Pont de Molins
Votos en blanco,1,Girona,Pont de Molins
JxSí,168,Girona,Pont de Molins
C's,53,Girona,Pont de Molins
Abstención,36,Girona,Planoles
Votos nulos,2,Girona,Planoles
Votos en blanco,1,Girona,Planoles
JxSí,137,Girona,Planoles
C's,52,Girona,"Port de la Selva, el"
PSC,34,Girona,"Port de la Selva, el"
PP,19,Girona,"Port de la Selva, el"
unio.cat,15,Girona,"Port de la Selva, el"
CatSíqueesPot,12,Girona,"Port de la Selva, el"
GANEMOS,1,Girona,"Port de la Selva, el"
RECORTES CERO-ELS VERDS,1,Girona,"Port de la Selva, el"
CUP,255,Girona,Porqueres
C's,147,Girona,Porqueres
PSC,109,Girona,Porqueres
PP,78,Girona,Porqueres
CatSíqueesPot,69,Girona,Porqueres
unio.cat,56,Girona,Porqueres
PACMA,6,Girona,Porqueres
GANEMOS,2,Girona,Porqueres
RECORTES CERO-ELS VERDS,2,Girona,Porqueres
PP,14,Girona,Pontós
CatSíqueesPot,8,Girona,Pontós
PSC,2,Girona,Pontós
PACMA,1,Girona,Pontós
RECORTES CERO-ELS VERDS,1,Girona,Pontós
CUP,35,Girona,Pont de Molins
PP,23,Girona,Pont de Molins
PSC,15,Girona,Pont de Molins
CatSíqueesPot,7,Girona,Pont de Molins
PIRATA.CAT/XDT,1,Girona,Pont de Molins
unio.cat,1,Girona,Pont de Molins
CUP,35,Girona,Planoles
PSC,7,Girona,Planoles
CatSíqueesPot,7,Girona,Planoles
unio.cat,5,Girona,Planoles
PP,2,Girona,Planoles
C's,1,Girona,Planoles
Abstención,216,Girona,"Planes d'Hostoles, les"
Votos nulos,12,Girona,"Planes d'Hostoles, les"
Votos en blanco,7,Girona,"Planes d'Hostoles, les"
JxSí,836,Girona,"Planes d'Hostoles, les"
Abstención,215,Girona,Peralada
Votos nulos,9,Girona,Peralada
Votos en blanco,7,Girona,Peralada
JxSí,716,Girona,Peralada
C's,110,Girona,Peralada
Abstención,46,Girona,"Pera, la"
Votos nulos,1,Girona,"Pera, la"
Votos en blanco,4,Girona,"Pera, la"
JxSí,214,Girona,"Pera, la"
CUP,34,Girona,"Pera, la"
CUP,76,Girona,"Planes d'Hostoles, les"
C's,29,Girona,"Planes d'Hostoles, les"
PSC,26,Girona,"Planes d'Hostoles, les"
unio.cat,26,Girona,"Planes d'Hostoles, les"
PP,25,Girona,"Planes d'Hostoles, les"
CatSíqueesPot,14,Girona,"Planes d'Hostoles, les"
PACMA,5,Girona,"Planes d'Hostoles, les"
GANEMOS,1,Girona,"Planes d'Hostoles, les"
RECORTES CERO-ELS VERDS,1,Girona,"Planes d'Hostoles, les"
CUP,94,Girona,Peralada
PP,49,Girona,Peralada
PSC,47,Girona,Peralada
CatSíqueesPot,30,Girona,Peralada
unio.cat,25,Girona,Peralada
PACMA,5,Girona,Peralada
GANEMOS,1,Girona,Peralada
RECORTES CERO-ELS VERDS,1,Girona,Peralada
Abstención,19,Girona,Pedret i Marzà
Votos en blanco,1,Girona,Pedret i Marzà
JxSí,68,Girona,Pedret i Marzà
C's,12,Girona,"Pera, la"
PSC,5,Girona,"Pera, la"
unio.cat,5,Girona,"Pera, la"
CatSíqueesPot,4,Girona,"Pera, la"
PP,2,Girona,"Pera, la"
Abstención,48,Girona,Pau
JxSí,171,Girona,Pau
Abstención,24,Girona,Parlavà
JxSí,239,Girona,Parlavà
CUP,27,Girona,Parlavà
Abstención,19,Girona,Pardines
Votos en blanco,3,Girona,Pardines
JxSí,94,Girona,Pardines
CUP,6,Girona,Pardines
PP,3,Girona,Pardines
Abstención,322,Girona,Pals
Votos nulos,9,Girona,Pals
Votos en blanco,12,Girona,Pals
JxSí,862,Girona,Pals
PSC,113,Girona,Pals
Abstención,46,Girona,Palol de Revardit
Votos nulos,4,Girona,Palol de Revardit
JxSí,251,Girona,Palol de Revardit
CUP,21,Girona,Palol de Revardit
PP,13,Girona,Pedret i Marzà
C's,13,Girona,Pedret i Marzà
CUP,8,Girona,Pedret i Marzà
CatSíqueesPot,7,Girona,Pedret i Marzà
unio.cat,5,Girona,Pedret i Marzà
PSC,3,Girona,Pedret i Marzà
C's,30,Girona,Pau
PP,17,Girona,Pau
CUP,17,Girona,Pau
unio.cat,9,Girona,Pau
PSC,7,Girona,Pau
CatSíqueesPot,2,Girona,Pau
PACMA,1,Girona,Pau
C's,8,Girona,Parlavà
PSC,4,Girona,Parlavà
PP,4,Girona,Parlavà
CatSíqueesPot,2,Girona,Parlavà
PSC,1,Girona,Pardines
CatSíqueesPot,1,Girona,Pardines
unio.cat,1,Girona,Pardines
CUP,97,Girona,Pals
C's,97,Girona,Pals
PP,41,Girona,Pals
unio.cat,40,Girona,Pals
CatSíqueesPot,36,Girona,Pals
PACMA,4,Girona,Pals
PIRATA.CAT/XDT,1,Girona,Pals
GANEMOS,1,Girona,Pals
RECORTES CERO-ELS VERDS,1,Girona,Pals
C's,15,Girona,Palol de Revardit
PSC,8,Girona,Palol de Revardit
PP,7,Girona,Palol de Revardit
CatSíqueesPot,5,Girona,Palol de Revardit
PACMA,1,Girona,Palol de Revardit
Abstención,338,Tarragona,Batea
Votos nulos,12,Tarragona,Batea
Votos en blanco,11,Tarragona,Batea
JxSí,550,Tarragona,Batea
Abstención,77,Tarragona,Barberà de la Conca
Votos nulos,1,Tarragona,Barberà de la Conca
Votos en blanco,1,Tarragona,Barberà de la Conca
JxSí,165,Tarragona,Barberà de la Conca
CUP,34,Tarragona,Barberà de la Conca
C's,32,Tarragona,Barberà de la Conca
Abstención,362,Tarragona,Bellvei
Votos nulos,7,Tarragona,Bellvei
Votos en blanco,6,Tarragona,Bellvei
JxSí,365,Tarragona,Bellvei
Abstención,461,Tarragona,Banyeres del Penedès
Votos nulos,12,Tarragona,Banyeres del Penedès
Votos en blanco,8,Tarragona,Banyeres del Penedès
JxSí,589,Tarragona,Banyeres del Penedès
Abstención,324,Tarragona,Ascó
Votos nulos,15,Tarragona,Ascó
Votos en blanco,7,Tarragona,Ascó
JxSí,577,Tarragona,Ascó
Abstención,67,Tarragona,Arnes
Votos nulos,4,Tarragona,Arnes
Votos en blanco,6,Tarragona,Arnes
JxSí,253,Tarragona,Arnes
unio.cat,24,Tarragona,Arnes
CUP,17,Tarragona,Arnes
Abstención,39,Tarragona,Bellmunt del Priorat
Votos en blanco,3,Tarragona,Bellmunt del Priorat
JxSí,97,Tarragona,Bellmunt del Priorat
CUP,35,Tarragona,Bellmunt del Priorat
PSC,29,Tarragona,Bellmunt del Priorat
Abstención,14,Tarragona,"Argentera, l'"
JxSí,82,Tarragona,"Argentera, l'"
CUP,18,Tarragona,"Argentera, l'"
PP,183,Tarragona,Batea
PSC,143,Tarragona,Batea
CUP,73,Tarragona,Batea
C's,71,Tarragona,Batea
unio.cat,68,Tarragona,Batea
CatSíqueesPot,55,Tarragona,Batea
GANEMOS,2,Tarragona,Batea
PACMA,1,Tarragona,Batea
PSC,21,Tarragona,Barberà de la Conca
CatSíqueesPot,11,Tarragona,Barberà de la Conca
unio.cat,9,Tarragona,Barberà de la Conca
PP,4,Tarragona,Barberà de la Conca
RECORTES CERO-ELS VERDS,2,Tarragona,Barberà de la Conca
PACMA,1,Tarragona,Barberà de la Conca
C's,262,Tarragona,Bellvei
PSC,167,Tarragona,Bellvei
PP,132,Tarragona,Bellvei
CatSíqueesPot,93,Tarragona,Bellvei
CUP,85,Tarragona,Bellvei
unio.cat,26,Tarragona,Bellvei
PACMA,11,Tarragona,Bellvei
RECORTES CERO-ELS VERDS,4,Tarragona,Bellvei
GANEMOS,2,Tarragona,Bellvei
C's,396,Tarragona,Banyeres del Penedès
PSC,285,Tarragona,Banyeres del Penedès
CatSíqueesPot,151,Tarragona,Banyeres del Penedès
PP,116,Tarragona,Banyeres del Penedès
CUP,116,Tarragona,Banyeres del Penedès
unio.cat,37,Tarragona,Banyeres del Penedès
PACMA,14,Tarragona,Banyeres del Penedès
RECORTES CERO-ELS VERDS,11,Tarragona,Banyeres del Penedès
GANEMOS,3,Tarragona,Banyeres del Penedès
C's,111,Tarragona,Ascó
PSC,98,Tarragona,Ascó
CUP,81,Tarragona,Ascó
PP,78,Tarragona,Ascó
unio.cat,38,Tarragona,Ascó
CatSíqueesPot,29,Tarragona,Ascó
GANEMOS,6,Tarragona,Ascó
RECORTES CERO-ELS VERDS,4,Tarragona,Ascó
PACMA,2,Tarragona,Ascó
PSC,15,Tarragona,Arnes
PP,12,Tarragona,Arnes
CatSíqueesPot,8,Tarragona,Arnes
C's,6,Tarragona,Arnes
RECORTES CERO-ELS VERDS,1,Tarragona,Arnes
CatSíqueesPot,13,Tarragona,Bellmunt del Priorat
C's,9,Tarragona,Bellmunt del Priorat
PP,4,Tarragona,Bellmunt del Priorat
unio.cat,2,Tarragona,Bellmunt del Priorat
CatSíqueesPot,4,Tarragona,"Argentera, l'"
PSC,3,Tarragona,"Argentera, l'"
C's,3,Tarragona,"Argentera, l'"
unio.cat,3,Tarragona,"Argentera, l'"
PP,2,Tarragona,"Argentera, l'"
PACMA,1,Tarragona,"Argentera, l'"
Abstención,10,Tarragona,Arbolí
Votos nulos,1,Tarragona,Arbolí
JxSí,75,Tarragona,Arbolí
CUP,21,Tarragona,Arbolí
C's,3,Tarragona,Arbolí
Abstención,755,Tarragona,"Arboç, l'"
Votos nulos,21,Tarragona,"Arboç, l'"
Abstención,3888,Tarragona,Amposta
Votos nulos,67,Tarragona,Amposta
Abstención,435,Tarragona,"Ampolla, l'"
Votos nulos,16,Tarragona,"Ampolla, l'"
Votos en blanco,10,Tarragona,"Ampolla, l'"
JxSí,980,Tarragona,"Ampolla, l'"
Abstención,1031,Tarragona,"Ametlla de Mar, l'"
Votos nulos,21,Tarragona,"Ametlla de Mar, l'"
Votos en blanco,11,Tarragona,"Ametlla de Mar, l'"
JxSí,1981,Tarragona,"Ametlla de Mar, l'"
Abstención,651,Tarragona,Altafulla
Votos nulos,16,Tarragona,Altafulla
Votos en blanco,19,Tarragona,Altafulla
JxSí,1297,Tarragona,Altafulla
C's,532,Tarragona,Altafulla
Abstención,148,Tarragona,Almoster
Votos nulos,2,Tarragona,Almoster
Abstención,36,Tarragona,Alió
Votos nulos,1,Tarragona,Alió
Votos en blanco,2,Tarragona,Alió
JxSí,168,Tarragona,Alió
CatSíqueesPot,1,Tarragona,Arbolí
unio.cat,1,Tarragona,Arbolí
Votos en blanco,9,Tarragona,"Arboç, l'"
JxSí,841,Tarragona,"Arboç, l'"
PSC,595,Tarragona,"Arboç, l'"
C's,496,Tarragona,"Arboç, l'"
CUP,254,Tarragona,"Arboç, l'"
CatSíqueesPot,223,Tarragona,"Arboç, l'"
PP,135,Tarragona,"Arboç, l'"
unio.cat,56,Tarragona,"Arboç, l'"
PACMA,20,Tarragona,"Arboç, l'"
RECORTES CERO-ELS VERDS,14,Tarragona,"Arboç, l'"
GANEMOS,4,Tarragona,"Arboç, l'"
Votos en blanco,87,Tarragona,Amposta
JxSí,5446,Tarragona,Amposta
C's,1272,Tarragona,Amposta
PSC,1047,Tarragona,Amposta
CUP,852,Tarragona,Amposta
PP,646,Tarragona,Amposta
CatSíqueesPot,598,Tarragona,Amposta
unio.cat,297,Tarragona,Amposta
PACMA,30,Tarragona,Amposta
GANEMOS,17,Tarragona,Amposta
RECORTES CERO-ELS VERDS,12,Tarragona,Amposta
C's,187,Tarragona,"Ampolla, l'"
PP,150,Tarragona,"Ampolla, l'"
PSC,105,Tarragona,"Ampolla, l'"
CUP,96,Tarragona,"Ampolla, l'"
CatSíqueesPot,65,Tarragona,"Ampolla, l'"
unio.cat,53,Tarragona,"Ampolla, l'"
RECORTES CERO-ELS VERDS,4,Tarragona,"Ampolla, l'"
PACMA,2,Tarragona,"Ampolla, l'"
GANEMOS,2,Tarragona,"Ampolla, l'"
C's,405,Tarragona,"Ametlla de Mar, l'"
PSC,243,Tarragona,"Ametlla de Mar, l'"
PP,224,Tarragona,"Ametlla de Mar, l'"
CUP,208,Tarragona,"Ametlla de Mar, l'"
CatSíqueesPot,179,Tarragona,"Ametlla de Mar, l'"
unio.cat,94,Tarragona,"Ametlla de Mar, l'"
PACMA,12,Tarragona,"Ametlla de Mar, l'"
GANEMOS,8,Tarragona,"Ametlla de Mar, l'"
RECORTES CERO-ELS VERDS,5,Tarragona,"Ametlla de Mar, l'"
PSC,253,Tarragona,Altafulla
CatSíqueesPot,253,Tarragona,Altafulla
CUP,243,Tarragona,Altafulla
PP,202,Tarragona,Altafulla
unio.cat,80,Tarragona,Altafulla
PACMA,21,Tarragona,Altafulla
RECORTES CERO-ELS VERDS,8,Tarragona,Altafulla
GANEMOS,3,Tarragona,Altafulla
Votos en blanco,3,Tarragona,Almoster
JxSí,586,Tarragona,Almoster
C's,117,Tarragona,Almoster
CUP,101,Tarragona,Almoster
PP,46,Tarragona,Almoster
PSC,35,Tarragona,Almoster
CatSíqueesPot,27,Tarragona,Almoster
unio.cat,21,Tarragona,Almoster
PACMA,5,Tarragona,Almoster
CUP,27,Tarragona,Alió
PSC,26,Tarragona,Alió
PP,19,Tarragona,Alió
CatSíqueesPot,15,Tarragona,Alió
C's,13,Tarragona,Alió
unio.cat,13,Tarragona,Alió
PACMA,2,Tarragona,Alió
Abstención,339,Tarragona,Alforja
Votos nulos,6,Tarragona,Alforja
Votos en blanco,16,Tarragona,Alforja
JxSí,593,Tarragona,Alforja
Abstención,101,Tarragona,Alfara de Carles
Votos nulos,3,Tarragona,Alfara de Carles
Votos en blanco,5,Tarragona,Alfara de Carles
JxSí,88,Tarragona,Alfara de Carles
Abstención,116,Tarragona,"Aleixar, l'"
Votos nulos,1,Tarragona,"Aleixar, l'"
Votos en blanco,2,Tarragona,"Aleixar, l'"
JxSí,297,Tarragona,"Aleixar, l'"
Abstención,171,Tarragona,Aldover
Votos nulos,7,Tarragona,Aldover
Votos en blanco,3,Tarragona,Aldover
JxSí,263,Tarragona,Aldover
Abstención,816,Tarragona,"Aldea, l'"
Votos nulos,26,Tarragona,"Aldea, l'"
Votos en blanco,45,Tarragona,"Aldea, l'"
JxSí,1184,Tarragona,"Aldea, l'"
Abstención,778,Tarragona,Alcover
Votos nulos,9,Tarragona,Alcover
Votos en blanco,18,Tarragona,Alcover
JxSí,1422,Tarragona,Alcover
Abstención,1598,Tarragona,Alcanar
Votos nulos,41,Tarragona,Alcanar
Votos en blanco,53,Tarragona,Alcanar
JxSí,2584,Tarragona,Alcanar
PP,466,Tarragona,Alcanar
Abstención,61,Tarragona,"Albiol, l'"
Votos en blanco,3,Tarragona,"Albiol, l'"
JxSí,112,Tarragona,"Albiol, l'"
C's,46,Tarragona,"Albiol, l'"
C's,120,Tarragona,Alforja
CUP,118,Tarragona,Alforja
PSC,82,Tarragona,Alforja
CatSíqueesPot,76,Tarragona,Alforja
PP,49,Tarragona,Alforja
unio.cat,16,Tarragona,Alforja
RECORTES CERO-ELS VERDS,4,Tarragona,Alforja
PACMA,2,Tarragona,Alforja
GANEMOS,1,Tarragona,Alforja
PSC,37,Tarragona,Alfara de Carles
PP,34,Tarragona,Alfara de Carles
C's,17,Tarragona,Alfara de Carles
CUP,12,Tarragona,Alfara de Carles
CatSíqueesPot,5,Tarragona,Alfara de Carles
unio.cat,3,Tarragona,Alfara de Carles
RECORTES CERO-ELS VERDS,1,Tarragona,Alfara de Carles
CUP,75,Tarragona,"Aleixar, l'"
C's,40,Tarragona,"Aleixar, l'"
PP,37,Tarragona,"Aleixar, l'"
PSC,27,Tarragona,"Aleixar, l'"
unio.cat,19,Tarragona,"Aleixar, l'"
CatSíqueesPot,18,Tarragona,"Aleixar, l'"
PACMA,3,Tarragona,"Aleixar, l'"
RECORTES CERO-ELS VERDS,1,Tarragona,"Aleixar, l'"
PSC,66,Tarragona,Aldover
PP,62,Tarragona,Aldover
CUP,49,Tarragona,Aldover
CatSíqueesPot,28,Tarragona,Aldover
C's,21,Tarragona,Aldover
unio.cat,13,Tarragona,Aldover
PACMA,3,Tarragona,Aldover
GANEMOS,3,Tarragona,Aldover
PSC,227,Tarragona,"Aldea, l'"
PP,193,Tarragona,"Aldea, l'"
C's,162,Tarragona,"Aldea, l'"
CUP,90,Tarragona,"Aldea, l'"
unio.cat,76,Tarragona,"Aldea, l'"
CatSíqueesPot,75,Tarragona,"Aldea, l'"
PACMA,9,Tarragona,"Aldea, l'"
GANEMOS,9,Tarragona,"Aldea, l'"
RECORTES CERO-ELS VERDS,2,Tarragona,"Aldea, l'"
C's,486,Tarragona,Alcover
CUP,254,Tarragona,Alcover
PSC,251,Tarragona,Alcover
PP,160,Tarragona,Alcover
CatSíqueesPot,136,Tarragona,Alcover
unio.cat,86,Tarragona,Alcover
RECORTES CERO-ELS VERDS,6,Tarragona,Alcover
PACMA,4,Tarragona,Alcover
GANEMOS,2,Tarragona,Alcover
PSC,458,Tarragona,Alcanar
CUP,417,Tarragona,Alcanar
C's,376,Tarragona,Alcanar
CatSíqueesPot,205,Tarragona,Alcanar
unio.cat,107,Tarragona,Alcanar
PACMA,14,Tarragona,Alcanar
GANEMOS,9,Tarragona,Alcanar
RECORTES CERO-ELS VERDS,3,Tarragona,Alcanar
CUP,27,Tarragona,"Albiol, l'"
CatSíqueesPot,24,Tarragona,"Albiol, l'"
PSC,22,Tarragona,"Albiol, l'"
PP,21,Tarragona,"Albiol, l'"
unio.cat,5,Tarragona,"Albiol, l'"
Abstención,436,Tarragona,Albinyana
Votos nulos,18,Tarragona,Albinyana
Votos en blanco,3,Tarragona,Albinyana
JxSí,424,Tarragona,Albinyana
C's,292,Tarragona,Albinyana
Abstención,134,Tarragona,Aiguamúrcia
Votos nulos,7,Tarragona,Aiguamúrcia
Votos en blanco,4,Tarragona,Aiguamúrcia
JxSí,299,Tarragona,Aiguamúrcia
C's,66,Tarragona,Aiguamúrcia
Abstención,152,Barcelona,Figaró-Montmany
Votos nulos,4,Barcelona,Figaró-Montmany
Votos en blanco,5,Barcelona,Figaró-Montmany
JxSí,396,Barcelona,Figaró-Montmany
Abstención,34,Barcelona,"Estany, l'"
Votos en blanco,3,Barcelona,"Estany, l'"
JxSí,240,Barcelona,"Estany, l'"
CUP,23,Barcelona,"Estany, l'"
Abstención,186,Barcelona,"Esquirol, l'"
Votos nulos,3,Barcelona,"Esquirol, l'"
Votos en blanco,9,Barcelona,"Esquirol, l'"
JxSí,1223,Barcelona,"Esquirol, l'"
CUP,205,Barcelona,"Esquirol, l'"
unio.cat,28,Barcelona,"Esquirol, l'"
Abstención,39,Barcelona,"Espunyola, l'"
Votos nulos,1,Barcelona,"Espunyola, l'"
Votos en blanco,1,Barcelona,"Espunyola, l'"
JxSí,140,Barcelona,"Espunyola, l'"
CUP,17,Barcelona,"Espunyola, l'"
PP,8,Barcelona,"Espunyola, l'"
Abstención,7403,Barcelona,Esplugues de Llobregat
Votos nulos,66,Barcelona,Esplugues de Llobregat
Votos en blanco,121,Barcelona,Esplugues de Llobregat
C's,6483,Barcelona,Esplugues de Llobregat
JxSí,6403,Barcelona,Esplugues de Llobregat
PSC,5353,Barcelona,Esplugues de Llobregat
Abstención,3708,Barcelona,Esparreguera
Votos nulos,49,Barcelona,Esparreguera
Votos en blanco,67,Barcelona,Esparreguera
JxSí,4064,Barcelona,Esparreguera
C's,2488,Barcelona,Esparreguera
PSC,1963,Barcelona,Esparreguera
PSC,285,Tarragona,Albinyana
PP,136,Tarragona,Albinyana
CatSíqueesPot,110,Tarragona,Albinyana
CUP,58,Tarragona,Albinyana
unio.cat,30,Tarragona,Albinyana
PACMA,12,Tarragona,Albinyana
RECORTES CERO-ELS VERDS,5,Tarragona,Albinyana
GANEMOS,1,Tarragona,Albinyana
CUP,57,Tarragona,Aiguamúrcia
PSC,50,Tarragona,Aiguamúrcia
CatSíqueesPot,32,Tarragona,Aiguamúrcia
PP,31,Tarragona,Aiguamúrcia
unio.cat,5,Tarragona,Aiguamúrcia
PACMA,2,Tarragona,Aiguamúrcia
GANEMOS,2,Tarragona,Aiguamúrcia
CUP,78,Barcelona,Figaró-Montmany
PSC,56,Barcelona,Figaró-Montmany
C's,39,Barcelona,Figaró-Montmany
PP,28,Barcelona,Figaró-Montmany
CatSíqueesPot,24,Barcelona,Figaró-Montmany
unio.cat,18,Barcelona,Figaró-Montmany
PACMA,1,Barcelona,Figaró-Montmany
RECORTES CERO-ELS VERDS,1,Barcelona,Figaró-Montmany
PSC,17,Barcelona,"Estany, l'"
CatSíqueesPot,6,Barcelona,"Estany, l'"
unio.cat,6,Barcelona,"Estany, l'"
PP,5,Barcelona,"Estany, l'"
C's,5,Barcelona,"Estany, l'"
PACMA,1,Barcelona,"Estany, l'"
CatSíqueesPot,27,Barcelona,"Esquirol, l'"
PSC,24,Barcelona,"Esquirol, l'"
PP,21,Barcelona,"Esquirol, l'"
C's,21,Barcelona,"Esquirol, l'"
PACMA,1,Barcelona,"Esquirol, l'"
CatSíqueesPot,5,Barcelona,"Espunyola, l'"
unio.cat,4,Barcelona,"Espunyola, l'"
PSC,3,Barcelona,"Espunyola, l'"
PACMA,1,Barcelona,"Espunyola, l'"
CatSíqueesPot,3088,Barcelona,Esplugues de Llobregat
PP,3019,Barcelona,Esplugues de Llobregat
CUP,1575,Barcelona,Esplugues de Llobregat
unio.cat,654,Barcelona,Esplugues de Llobregat
PACMA,205,Barcelona,Esplugues de Llobregat
RECORTES CERO-ELS VERDS,164,Barcelona,Esplugues de Llobregat
Abstención,784,Barcelona,Dosrius
Votos nulos,12,Barcelona,Dosrius
Votos en blanco,12,Barcelona,Dosrius
JxSí,1328,Barcelona,Dosrius
Abstención,2725,Barcelona,Cubelles
Votos nulos,40,Barcelona,Cubelles
Votos en blanco,43,Barcelona,Cubelles
JxSí,2472,Barcelona,Cubelles
C's,1893,Barcelona,Cubelles
Abstención,14481,Barcelona,Cornellà de Llobregat
Votos nulos,160,Barcelona,Cornellà de Llobregat
Votos en blanco,211,Barcelona,Cornellà de Llobregat
PSC,11564,Barcelona,Cornellà de Llobregat
C's,11156,Barcelona,Cornellà de Llobregat
CatSíqueesPot,7914,Barcelona,Cornellà de Llobregat
Abstención,2420,Barcelona,Corbera de Llobregat
Votos nulos,26,Barcelona,Corbera de Llobregat
Votos en blanco,38,Barcelona,Corbera de Llobregat
JxSí,3410,Barcelona,Corbera de Llobregat
C's,1414,Barcelona,Corbera de Llobregat
PSC,758,Barcelona,Corbera de Llobregat
Abstención,30,Barcelona,Copons
Votos nulos,2,Barcelona,Copons
Votos en blanco,1,Barcelona,Copons
JxSí,137,Barcelona,Copons
CUP,31,Barcelona,Copons
PP,11,Barcelona,Copons
Abstención,30,Barcelona,Collsuspina
Votos nulos,1,Barcelona,Collsuspina
Votos en blanco,6,Barcelona,Collsuspina
JxSí,170,Barcelona,Collsuspina
CUP,28,Barcelona,Collsuspina
PP,7,Barcelona,Collsuspina
Abstención,526,Barcelona,Collbató
Votos nulos,9,Barcelona,Collbató
Votos en blanco,20,Barcelona,Collbató
JxSí,1316,Barcelona,Collbató
CatSíqueesPot,1224,Barcelona,Esparreguera
CUP,1210,Barcelona,Esparreguera
PP,913,Barcelona,Esparreguera
unio.cat,238,Barcelona,Esparreguera
PACMA,169,Barcelona,Esparreguera
RECORTES CERO-ELS VERDS,61,Barcelona,Esparreguera
C's,529,Barcelona,Dosrius
PP,331,Barcelona,Dosrius
PSC,295,Barcelona,Dosrius
CatSíqueesPot,271,Barcelona,Dosrius
CUP,207,Barcelona,Dosrius
unio.cat,68,Barcelona,Dosrius
PACMA,26,Barcelona,Dosrius
RECORTES CERO-ELS VERDS,6,Barcelona,Dosrius
PSC,1008,Barcelona,Cubelles
CatSíqueesPot,808,Barcelona,Cubelles
PP,738,Barcelona,Cubelles
CUP,564,Barcelona,Cubelles
unio.cat,175,Barcelona,Cubelles
PACMA,72,Barcelona,Cubelles
RECORTES CERO-ELS VERDS,27,Barcelona,Cubelles
JxSí,7615,Barcelona,Cornellà de Llobregat
PP,4644,Barcelona,Cornellà de Llobregat
CUP,2712,Barcelona,Cornellà de Llobregat
unio.cat,647,Barcelona,Cornellà de Llobregat
PACMA,427,Barcelona,Cornellà de Llobregat
RECORTES CERO-ELS VERDS,285,Barcelona,Cornellà de Llobregat
CUP,684,Barcelona,Corbera de Llobregat
CatSíqueesPot,652,Barcelona,Corbera de Llobregat
PP,533,Barcelona,Corbera de Llobregat
unio.cat,217,Barcelona,Corbera de Llobregat
PACMA,70,Barcelona,Corbera de Llobregat
RECORTES CERO-ELS VERDS,31,Barcelona,Corbera de Llobregat
PSC,9,Barcelona,Copons
unio.cat,8,Barcelona,Copons
CatSíqueesPot,6,Barcelona,Copons
PACMA,2,Barcelona,Copons
C's,2,Barcelona,Copons
RECORTES CERO-ELS VERDS,1,Barcelona,Copons
PSC,7,Barcelona,Collsuspina
unio.cat,7,Barcelona,Collsuspina
CatSíqueesPot,4,Barcelona,Collsuspina
C's,3,Barcelona,Collsuspina
PACMA,1,Barcelona,Collsuspina
C's,379,Barcelona,Collbató
CUP,286,Barcelona,Collbató
PSC,194,Barcelona,Collbató
PP,190,Barcelona,Collbató
CatSíqueesPot,154,Barcelona,Collbató
unio.cat,64,Barcelona,Collbató
PACMA,22,Barcelona,Collbató
RECORTES CERO-ELS VERDS,10,Barcelona,Collbató
Abstención,1534,Barcelona,Cervelló
Votos nulos,10,Barcelona,Cervelló
Votos en blanco,21,Barcelona,Cervelló
JxSí,2130,Barcelona,Cervelló
C's,1067,Barcelona,Cervelló
Abstención,8473,Barcelona,Cerdanyola del Vallès
Votos nulos,98,Barcelona,Cerdanyola del Vallès
Votos en blanco,153,Barcelona,Cerdanyola del Vallès
JxSí,9416,Barcelona,Cerdanyola del Vallès
Abstención,186,Barcelona,Cercs
Votos nulos,3,Barcelona,Cercs
Votos en blanco,6,Barcelona,Cercs
JxSí,483,Barcelona,Cercs
PSC,110,Barcelona,Cercs
CUP,72,Barcelona,Cercs
